Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S201935206,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-11-09,10:38 AM,eBird - Traveling Count,279,1,1.77,,3,,,"Mostly lakewatch after chasing Kelly and Dan's SPTO find! SE winds with more S component, mid 50s and cloudy. We chased the SPTO all the way from our Gillson Park lakewatch, 65 minute drive. 291 birds in Cook for Tarik ties the legendary Peter Tolzmann for 2nd all-time!",,4667
S159602033,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L552730,"River Park, Chicago",41.9739848,-87.7039111,2024-01-21,11:36 AM,eBird - Traveling Count,37,1,.563,,10,,,,,4668
S157744872,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L2440695,"Steelworkers Park (#523, including IL portion of breakwater and Lake Michigan)",41.7394892,-87.5297499,2024-01-01,12:40 PM,eBird - Stationary Count,20,1,,,2,,,Birding with Jayne,,4669
S165066354,American Kestrel,Falco sparverius,11913,2,US-IL,Cook,L393581,"Techny Basin Conservation Area, Glenview",42.1006584,-87.8073907,2024-03-16,03:00 PM,eBird - Traveling Count,71,1,1.609,,1,,,&#x1fa9a;&#x1f4a6;,,4670
S193976530,American Kestrel,Falco sparverius,11913,1,US-IL,Cook,L4789089,Techny Basin--north of Willow Rd.,42.1097167,-87.8096223,2024-09-04,02:17 PM,eBird - Stationary Count,28,1,,,1,,,,,4671
S196265940,Merlin,Falco columbarius,11947,1,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-09-23,06:28 AM,eBird - Stationary Count,220,1,,,2,,,Mostly with Josh Engel and so great to meet him. Andy and Al arrived later in morning. Bummed about my jaeger fail and not getting on the grebe earlier. Strong N winds with a decent E component.,,4672
S197492421,Merlin,Falco columbarius,11947,1,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-10-04,06:33 AM,eBird - Stationary Count,300,1,,,2,,S over lake,"Good dabbler day, some diving other other waterbird arrivals. Slow start but picked up mid morning. Dead by 11am.",,4673
S173929621,Merlin,Falco columbarius,11947,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-12,05:47 AM,eBird - Traveling Count,220,1,2.414,,1,,,,,4674
S159399661,Merlin,Falco columbarius,11947,1,US-IL,Cook,L1841589,"St. Adalbert Cemetery, Niles",42.0068881,-87.8038373,2024-01-20,04:35 PM,eBird - Traveling Count,14,1,3.219,,1,,,Thank you crow!,,4675
S199906768,Merlin (Taiga),Falco columbarius columbarius,11955,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-10-22,12:40 PM,eBird - Traveling Count,55,1,1.127,,2,,,"Overcast, 72 with bit of rain after we left, S winds.     Jaw-dropping CCLO find by Demond McDonald at Park 566. Erick Masias and Tarik Shahzad carpooled to the park in hopes of refinding.",,4676
S201491790,Peregrine Falcon,Falco peregrinus,11997,2,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-11-05,07:33 AM,eBird - Traveling Count,134,1,2.06,,16,,,"Lakefront Bird Walk led by Wendy Paulson, co-sponsored by Openlands and the Field Museum.",,4677
S192761949,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-08-25,06:43 AM,eBird - Traveling Count,169,1,7.268,,19,,,"70°F warming to 79°F, sunny, S winds 8 mph. ENSBC field trip.",,4678
S195254838,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-09-15,07:48 AM,eBird - Traveling Count,162,1,7.419,,17,,,The Urban Birding Festival field trip.,,4679
S159602034,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L1057281,Chicago River--Diversey Turning Basin,41.931337,-87.6815844,2024-01-21,10:40 AM,eBird - Traveling Count,37,1,.547,,14,,,,,4680
S196794831,Peregrine Falcon,Falco peregrinus,11997,3,US-IL,Cook,L2942201,"Gillson Park (Willmette, Cook Co.)",42.0791724,-87.6854246,2024-09-28,07:11 AM,eBird - Traveling Count,454,1,3.334,,3,,,Pretty disappointing lake watch over all but some decent diversity of birds moving on the lake.,,4681
S196265940,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-09-23,06:28 AM,eBird - Stationary Count,220,1,,,2,,,Mostly with Josh Engel and so great to meet him. Andy and Al arrived later in morning. Bummed about my jaeger fail and not getting on the grebe earlier. Strong N winds with a decent E component.,,4682
S198535862,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-10-12,07:15 AM,eBird - Stationary Count,304,1,,,11,,,"Fun day for dabblers! Got Tarik his year bird Surf Scoter, and unexpectedly set the county high count for pintail! Cold front came through last night, and although it only dropped temps into the low 60s, it brought strong NE winds behind it that enabled the duck flight that we got. Winds were 17mph out of the NE from sunrise until they died down at about 10:30. The group consisted of Matthew Cvetas, Isoo O’Brien, Tarik Shahzad, Peter and Andrea Tolzmann, Josh Engel, Mark Ryan, Demond McDonald, and myself. Most of the group had left by 10AM, and around 11AM we were joined by Noah Whiteman for an hour or so. Hopefully the first of many record-breaking days this season.",,4683
S186835171,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-07-13,12:15 PM,eBird - Traveling Count,152,1,2.092,,1,F Flyover,,"Blazing hot, 90 degrees with mostly full sun",,4684
S190546536,Peregrine Falcon,Falco peregrinus,11997,2,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-07,06:56 AM,eBird - Stationary Count,37,1,,,1,F Flyover,,,,4685
S190872501,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-10,06:58 AM,eBird - Stationary Count,87,1,,,3,,,,,4686
S191036779,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-08-11,07:13 AM,eBird - Traveling Count,139,1,1.636,,2,,,,,4687
S198208840,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L344054,Lake Calumet area--Deadstick Pond,41.6708602,-87.5741673,2024-10-10,07:20 AM,eBird - Traveling Count,69,1,.805,,1,,,,,4688
S174250525,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-05-13,05:51 AM,eBird - Stationary Count,170,0,,,14,,,Yellow-bellied flycatcher seen by two people     Great day with Chicago BIPOC Birders,,4689
S203303086,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L1116112,"Monroe Harbor, Chicago",41.8753449,-87.6152372,2024-11-22,03:45 PM,eBird - Stationary Count,50,1,,,5,,,"Scoping from south end of harbor, east of shedd. Most gulls on far end of breakwall, closer end too wave crashy. NW wind 12-20 mph low 40s complete cloud cover",,4690
S171319024,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,08:10 AM,eBird - Traveling Count,106,1,3.219,,1,,,,,4691
S186746520,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-07-13,05:16 AM,eBird - Stationary Count,130,1,,,1,,Almost got Imani,,,4692
S188241953,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-07-22,05:53 AM,eBird - Stationary Count,145,1,,,1,,,NO  MAGO. PIPL shift,,4693
S189472400,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-07-29,05:55 AM,eBird - Stationary Count,410,1,,,1,,,No mago :). Rain here and there and braved it for a bird that never came.,,4694
S195950023,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-09-21,06:50 AM,eBird - Traveling Count,294,1,2.414,,1,,,,,4695
S197599959,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-05,08:05 AM,eBird - Traveling Count,64,1,1.609,,1,,,,,4696
S198113116,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-10-09,07:25 AM,eBird - Traveling Count,60,1,1.931,,1,,,,,4697
S165029352,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L152692,Northwestern University (Main Campus and Lakefill),42.0569,-87.6711,2024-03-16,09:26 AM,eBird - Traveling Count,81,1,1.77,,1,,,No luck on european goldfinch.  Mostly lakefill loops and checking trees,,4698
S194202125,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-09-06,06:29 AM,eBird - Stationary Count,615,1,,,1,,watched it nab prey over lake,Joined by Mike M a bit after I arrived. So great to meet him! Strong N winds and slightly from E but not enough for what I needed. Indiana got many PAJAs today. WHIM nice bird to always see.,,4699
S196823417,Peregrine Falcon,Falco peregrinus,11997,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-09-27,09:29 AM,eBird - Stationary Count,510,1,,,2,,Hunting the park,"20mph N/NE winds with notably strong E component right in our faces, 70 degrees, waves splattering on the 566 rocks and wetting lakewatchers every 15 minutes. Target birds were RNGR, SUSC, HADU, LIGU, PAJA, POJA.    Unforgettable day on my Big Year. Strong N/NE winds prompted me to decide on lakewatching the night before and take the day off from work. Erick texted me saying he'll be headed to promontary point to watch with Jacob, so I went there at first light. Nearly 0 movement on the lake (the entire day!), Jacob, Peter and Cameron leaving, and Erick asked about 566, so we headed there after a few hours. Erick left after few hours, Andy Sigler stumbled upon us and joined me for most of the 566 watch. Around 1pm, him and I paused our conversation and remarked at the dark seabird blasting south, and the rest was history. 10 birds from tying the Cook record.",,4700
S198627384,Peregrine Falcon,Falco peregrinus,11997,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-10-12,04:54 PM,eBird - Stationary Count,75,1,,,3,,"2 harassing gulls over lake, very awesome ti watch","Winds shifted to 18kt N/NE, prompted lakewatch at 566 north of bend in hopes of jaeger/phalarope/weird gull flyby.",,4701
S201015254,Peregrine Falcon,Falco peregrinus,11997,2,US-IL,Cook,L3934103,Park No. 566,41.7487879,-87.5365198,2024-11-01,07:21 AM,eBird - Stationary Count,345,1,,,2,,Lake,,,4702
S196338537,Peregrine Falcon,Falco peregrinus,11997,2,US-IL,Cook,L383782,"Rainbow Beach, Chicago",41.7588348,-87.5493196,2024-09-24,08:42 AM,eBird - Traveling Count,50,1,1.287,,1,,,,,4703
S159981138,Peregrine Falcon,Falco peregrinus,11997,1,US-IL,Cook,L28976348,Southeast corner of Wacker and Michigan,41.8881636,-87.6246648,2024-01-23,01:23 PM,eBird - Casual Observation,,0,,,5,,"Taken with iphone through binoculars and a window. A bit foggy, cloudy day.","While looking out of my office in the Wrigley building towards Michigan and Wacker, I saw a compact, medium sized bird flying a few stories below 11 stories towards the intersection. At first I thought it was a pigeon, but the rapid wingbeats and slightly different body shape pointed me towards peregrine. I followed it with my eyes until it landed 60% up on the northeast corner of the building on the intersection where the pin is. I ran to grab binoculars and a few colleagues to show them the bird. The bird perched for a few minutes before diving straight down onto the western sidewalk on Michigan ave below it, flushing a few pigeons. I could not see what was happening based on the angle, and strangely pedestrians didn't seem to flinch in that vicinity. I wonder if it dove but then rerouted mid-air, out of sight from me due to the awkward angle that didn't allow me to cleanly look down Michigan avenue head-on.",614079650,4704
S202202457,falcon sp.,Falco sp.,12024,1,US-IL,Cook,L207016,"Chicago Botanic Garden, Glencoe",42.1470902,-87.7895394,2024-11-11,10:30 AM,eBird - Stationary Count,275,1,,,2,,,"Hawkwatch with 15mph NW winds, missed the AGOS from the fort and GOEA from ibsp. Sat near prairie most birds to me far west. Joined later in day by Demond",,4705
S202368744,falcon sp.,Falco sp.,12024,1,US-IL,Cook,L152641,"Gillson Park, Wilmette",42.078,-87.6819,2024-11-13,06:27 AM,eBird - Stationary Count,193,1,,,3,,Small dark 10 o clock headed n,"44 degrees. SSE winds, more S component. LW in hopes of BLKI. TS DM WG.",,4706
S185843299,falcon sp.,Falco sp.,12024,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-07-07,05:24 AM,eBird - Stationary Count,279,1,,,1,,,,,4707
S165157239,falcon sp.,Falco sp.,12024,1,US-IL,Cook,L4322243,Skokie Lagoons Forest Preserve,42.1160807,-87.7710307,2024-03-16,11:25 AM,eBird - Traveling Count,107,1,2.414,,1,,Think kestral,Weirdly hard to bird here. Parked on forest way,,4708
S159017565,falcon sp.,Falco sp.,12024,1,US-IL,Cook,L1841589,"St. Adalbert Cemetery, Niles",42.0068881,-87.8038373,2024-01-15,04:05 PM,eBird - Traveling Count,50,1,5.633,,1,,"Wasn't prepared to ID while in the car as soon as I arrived. Flew north and out of sight. Smaller falcon species, probably merlin but can't rule out kestral.",,,4709
S203917260,diurnal raptor sp.,Accipitriformes/Falconiformes sp.,12025,1,US-IL,Cook,L38316540,All Saints Cemetery - East Side,42.0633491,-87.8880525,2024-11-28,11:38 AM,eBird - Stationary Count,128,1,,,1,,"dark bird that both Scott and I lost unfortunately, Mig S","9mph NW winds aiming approx 120 degrees SE through the region, low 30 temp, overcast. Sustained conditions following a slight cold dip on 11/26 with west winds that brought considerable SACRs, multiple WHCR, and 2 GOEAs to the county. Thanksgiving Day. Shifted to entrance of west side of cemetery when Scott joined following the GOEA alert.     One of the most epic days on my Cook County Big Year, after being worried that 16 days of nothing following the Brant was a sign that my luck ran out. Hard work pays off.",,4710
S165149943,diurnal raptor sp.,Accipitriformes/Falconiformes sp.,12025,1,US-IL,Cook,L90360,Helmick Nature Preserve / Butterfield Creek Wetlands,41.4993211,-87.7601624,2024-03-17,08:05 AM,eBird - Traveling Count,76,1,.805,,1,,Could have been a golden. Distant brown eagle following the two sandhills but drifted off from their trail. Thought I saw two white wing patches. Not a good diagnostic view to call it.,2nd dip on pheasant. Most time spent stationary looking out into field for pheasant. Didnt check water bodies,,4711
S201020905,diurnal raptor sp.,Accipitriformes/Falconiformes sp.,12025,1,US-IL,Cook,L383782,"Rainbow Beach, Chicago",41.7588348,-87.5493196,2024-11-01,01:29 PM,eBird - Traveling Count,52,1,.805,,1,,Headed inland backlit far,,,4712
S189177545,diurnal raptor sp.,Accipitriformes/Falconiformes sp.,12025,1,US-IL,Cook,L4789089,Techny Basin--north of Willow Rd.,42.1097167,-87.8096223,2024-07-27,08:01 PM,eBird - Traveling Count,28,1,.644,,1,,,,,4713
S157752936,Monk Parakeet,Myiopsitta monachus,12701,37,US-IL,Cook,L28568376,"3501 E 106th St, Chicago US-IL 41.70230, -87.53876",41.702297,-87.538757,2024-01-01,01:40 PM,eBird - Stationary Count,4,1,,,2,,,Lifer monk parakeets for Tarik!,612962219 612962220,4714
S195254838,Monk Parakeet,Myiopsitta monachus,12701,4,US-IL,Cook,L447274,"Calumet Water Reclamation Plant, Chicago (RESTRICTED)",41.6697703,-87.6080704,2024-09-15,07:48 AM,eBird - Traveling Count,162,1,7.419,,17,,,The Urban Birding Festival field trip.,,4715
S171415002,Olive-sided Flycatcher,Contopus cooperi,16723,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-01,05:15 PM,eBird - Traveling Count,87,1,2.092,,1,,"Continuing from this morning. Larger looking flycatcher ""wearing a dark vest.""",,619004186 619004187,4716
S174248879,Olive-sided Flycatcher,Contopus cooperi,16723,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-13,09:01 AM,eBird - Traveling Count,69,1,1.609,,1,,,Missed kentucky again,,4717
S172159074,Eastern Wood-Pewee,Contopus virens,16757,2,US-IL,Cook,L152603,Bartel Grassland,41.5356,-87.7555,2024-05-04,05:28 AM,eBird - Traveling Count,63,1,1.689,,3,,,Walked trail from little pull off on central out into the middle.,,4718
S191941531,Eastern Wood-Pewee,Contopus virens,16757,5,US-IL,Cook,L125052,"Beaubien Woods Forest Preserve, Chicago",41.6504689,-87.5891018,2024-08-18,11:06 AM,eBird - Traveling Count,37,1,3.39,,3,,,"74°F, cloudy, occasional drizzle, N winds 14 mph",,4719
S176242623,Eastern Wood-Pewee,Contopus virens,16757,3,US-IL,Cook,L152612,Burnham Park--McCormick Nature Area,41.8497879,-87.6099421,2024-05-21,07:20 AM,eBird - Traveling Count,130,1,1.931,,28,,,,,4720
S193060045,Eastern Wood-Pewee,Contopus virens,16757,1,US-IL,Cook,L351831,Burnham Park--Promontory Point,41.7960139,-87.5765064,2024-08-28,07:08 AM,eBird - Traveling Count,123,1,.805,,4,,,,,4721
S189072710,Eastern Wood-Pewee,Contopus virens,16757,1,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-07-27,08:54 AM,eBird - Traveling Count,30,1,1.169,,2,,,,,4722
S191781990,Eastern Wood-Pewee,Contopus virens,16757,1,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-08-17,09:35 AM,eBird - Traveling Count,35,1,.644,,2,,,,,4723
S193080581,Eastern Wood-Pewee,Contopus virens,16757,2,US-IL,Cook,L125053,Burnham Prairie Nature Preserve,41.6401425,-87.5521946,2024-08-28,11:30 AM,eBird - Traveling Count,57,1,1.127,,1,,,Sunny hot 83 degrees,,4724
S194006143,Eastern Wood-Pewee,Contopus virens,16757,2,US-IL,Cook,L311824,Busse Woods (Ned Brown Forest Preserve),42.0309342,-88.0101013,2024-09-04,09:04 AM,eBird - Traveling Count,120,1,2.414,,1,,,Thanks Isoo for the tip!,,4725
S176936123,Eastern Wood-Pewee,Contopus virens,16757,3,US-IL,Cook,L124174,Cap Sauers Holdings Forest Preserve,41.6725393,-87.8822067,2024-05-25,06:07 AM,eBird - Traveling Count,58,1,1.609,,1,,,,,4726
S188083330,Eastern Wood-Pewee,Contopus virens,16757,4,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-07-21,09:15 AM,eBird - Traveling Count,70,1,1.448,,1,,,Mostly stationary at marsh assessing water levels. Looking promising for shorebirds.,,4727
S190902848,Eastern Wood-Pewee,Contopus virens,16757,2,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-08-10,10:42 AM,eBird - Traveling Count,38,1,1.448,,3,,,,,4728
S191772825,Eastern Wood-Pewee,Contopus virens,16757,4,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-08-17,08:10 AM,eBird - Traveling Count,66,1,1.448,,2,,,,,4729
S193400751,Eastern Wood-Pewee,Contopus virens,16757,2,US-IL,Cook,L130994,Eggers Grove Forest Preserve (Chicago),41.6878052,-87.5272446,2024-08-31,09:45 AM,eBird - Traveling Count,43,1,1.287,,1,,,,,4730
S193073949,Eastern Wood-Pewee,Contopus virens,16757,2,US-IL,Cook,L152650,Lake Calumet area--Hegewisch Marsh,41.6565,-87.5643,2024-08-28,11:01 AM,eBird - Traveling Count,32,1,1.609,,1,,,,,4731
S174250525,Eastern Wood-Pewee,Contopus virens,16757,2,US-IL,Cook,L164725,"Lincoln Park, Chicago--Jarvis Bird Sanctuary",41.948994,-87.6407,2024-05-13,05:51 AM,eBird - Stationary Count,170,0,,,14,,,Yellow-bellied flycatcher seen by two people     Great day with Chicago BIPOC Birders,,4732
S174248879,Eastern Wood-Pewee,Contopus virens,16757,1,US-IL,Cook,L161180,"Montrose Point Bird Sanctuary, Lincoln Park, Chicago",41.9633833,-87.6344204,2024-05-13,09:01 AM,eBird - Traveling Count,69,1,1.609,,1,,,Missed kentucky again,,4733
